center_x,center_y,center_z,eligible_three_frame_input,even_label,file,frame,length_voxels,odd_label
149.5,281.5,53.0,True,18,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,15.297058540778355,17
290.0,44.0,44.5,True,34,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,13.152946437965905,33
145.5,125.0,44.0,True,36,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,11.0,35
247.0,224.5,9.0,True,38,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,13.152946437965905,37
197.5,224.5,37.5,True,340,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,11.090536506409418,339
129.0,195.5,33.5,True,342,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,11.575836902790225,341
174.5,312.0,41.0,True,344,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,10.63014581273465,343
134.0,327.5,54.0,True,346,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,12.206555615733702,345
160.5,347.0,42.0,True,348,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,12.36931687685298,347
188.5,312.5,34.0,True,412,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,14.071247279470288,411
224.5,298.0,38.0,True,414,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,10.63014581273465,413
158.5,264.0,58.5,True,22,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,10.488088481701515,21
263.0,140.5,15.0,True,24,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,15.524174696260024,23
233.5,163.5,22.0,True,26,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,15.937377450509228,25
220.0,102.0,19.5,True,28,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,10.816653826391969,27
221.0,198.0,53.5,True,30,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,11.180339887498949,29
106.5,73.5,51.0,True,32,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,17.029386365926403,31
145.0,124.0,45.5,True,34,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,16.401219466856727,33
58.0,171.5,54.0,True,36,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,14.317821063276353,35
296.0,180.5,14.0,True,350,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,14.45683229480096,349
272.5,218.0,12.0,True,352,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,11.532562594670797,351
242.5,316.0,26.0,True,396,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,8.06225774829855,395
336.5,117.0,35.5,True,398,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,10.488088481701515,397
194.0,298.5,75.5,True,400,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,10.488088481701515,399
207.5,366.5,79.5,True,404,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,3,12.12435565298214,403
142.5,143.5,48.0,True,38,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,14.491376746189438,37
202.5,336.5,38.5,True,40,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,11.789826122551595,39
133.0,273.5,58.0,True,42,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,13.601470508735444,41
94.5,197.0,18.0,True,44,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,16.76305461424021,43
210.5,183.5,32.5,True,46,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,11.789826122551595,45
170.5,152.0,70.0,True,48,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,10.63014581273465,47
201.5,106.5,12.5,True,50,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,11.090536506409418,49
151.0,56.5,12.5,True,52,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,15.684387141358123,51
287.0,73.5,22.0,True,354,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,8.06225774829855,353
225.0,214.5,41.0,True,356,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,12.36931687685298,355
143.5,326.0,36.0,True,358,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,14.317821063276353,357
132.0,314.5,59.0,True,402,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,4,12.68857754044952,401
221.5,319.5,25.0,True,54,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,5,10.099504938362077,53
158.5,268.5,44.0,True,56,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,5,13.638181696985855,55
144.0,272.0,15.5,True,58,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,5,14.45683229480096,57
255.0,294.0,53.0,True,60,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,5,14.0,59
225.0,242.0,66.5,True,62,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,5,13.74772708486752,61
185.5,225.0,65.5,True,64,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,5,13.341664064126334,63
224.5,214.0,42.0,True,66,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,5,17.578395831246947,65
80.5,131.5,39.0,True,68,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,5,11.74734012447073,67
287.5,36.5,35.5,True,70,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,5,14.247806848775006,69
154.5,294.5,53.0,True,72,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,13.038404810405298,71
122.5,274.5,31.5,True,74,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,11.090536506409418,73
125.5,255.5,25.0,True,76,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,11.40175425099138,75
130.0,224.0,15.0,True,78,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,16.0,77
182.5,274.0,74.0,True,80,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,15.264337522473747,79
130.0,153.5,28.0,True,82,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,14.035668847618199,81
58.0,200.5,72.5,True,84,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,15.297058540778355,83
108.5,209.5,35.0,True,86,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,12.569805089976535,85
121.5,200.0,44.5,True,88,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,9.273618495495704,87
245.5,313.5,25.0,True,360,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,13.038404810405298,359
218.5,333.5,79.73448275862069,True,416,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,6,10.193605045751733,415
241.5,319.5,52.0,True,90,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,7,12.083045973594572,89
154.5,321.5,47.0,True,92,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,7,15.811388300841896,91
120.5,175.0,64.5,True,94,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,7,13.490737563232042,93
334.0,141.0,28.0,True,96,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,7,15.231546211727817,95
89.5,206.5,40.5,True,98,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,7,10.344080432788601,97
299.0,133.0,15.5,True,100,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,7,14.45683229480096,99
261.5,365.0,80.42058823529412,True,406,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,7,15.397151806000492,405
275.0,277.5,33.5,True,418,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,7,14.7648230602334,417
232.0,285.5,36.5,True,102,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,8,15.165750888103101,101
180.5,267.0,45.5,True,104,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,8,12.569805089976535,103
168.5,236.5,47.0,True,106,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,8,11.74734012447073,105
185.0,249.5,70.5,True,108,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,8,12.083045973594572,107
238.5,219.5,68.0,True,110,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,8,16.55294535724685,109
148.0,51.5,57.0,True,112,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,8,15.264337522473747,111
196.5,384.5,71.5,True,114,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,8,12.767145334803704,113
104.0,59.5,24.0,True,116,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,8,11.357816691600547,115
99.5,188.5,47.0,True,362,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,8,10.295630140987,361
156.5,244.5,20.0,True,364,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,8,13.638181696985855,363
130.5,160.0,18.0,True,118,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,14.317821063276353,117
288.5,184.0,28.0,True,120,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,12.041594578792296,119
98.0,185.5,46.0,True,122,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,14.177446878757825,121
94.5,236.5,80.0,True,124,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,17.378147196982766,123
199.5,211.0,22.0,True,126,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,11.0,125
145.5,156.0,25.0,True,128,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,13.152946437965905,127
79.5,165.5,55.5,True,130,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,16.09347693943108,129
339.5,208.5,67.0,True,132,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,11.74734012447073,131
228.0,341.5,68.5,True,134,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,11.74734012447073,133
148.5,87.5,25.5,True,136,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,16.09347693943108,135
255.0,57.0,77.5,True,138,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,13.601470508735444,137
195.0,36.0,70.0,True,366,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,8.246211251235321,365
182.5,296.5,69.0,True,368,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,11.40175425099138,367
195.0,360.5,71.5,True,408,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,9,9.899494936611665,407
191.0,163.0,17.0,True,140,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,10.770329614269007,139
253.5,250.5,67.0,True,142,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,14.491376746189438,141
200.5,263.0,78.5,True,144,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,13.784048752090222,143
275.0,103.5,28.0,True,146,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,9.219544457292887,145
202.5,123.5,26.0,True,148,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,11.575836902790225,147
84.0,111.0,38.0,True,150,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,14.0,149
112.5,112.0,80.0,True,152,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,8.06225774829855,151
333.5,220.0,70.0,True,154,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,12.041594578792296,153
167.5,41.0,33.5,True,156,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,11.224972160321824,155
86.5,110.0,81.0,True,158,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,13.0,157
204.0,298.0,37.0,True,370,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,10,14.142135623730951,369
221.0,252.5,42.0,True,160,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,11,14.866068747318506,159
78.5,118.0,51.5,True,162,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,11,15.811388300841896,161
136.0,313.5,59.5,True,164,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,11,12.727922061357855,163
42.0,144.0,78.42058823529412,True,166,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,11,10.714555310498431,165
114.0,209.0,18.5,True,168,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,11,10.04987562112089,167
248.0,103.0,78.0,True,170,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,12,16.0,169
264.5,283.0,34.5,True,172,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,12,14.352700094407323,171
150.0,40.5,37.0,True,174,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,12,15.7797338380595,173
294.0,138.0,13.5,True,176,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,12,10.816653826391969,175
223.0,34.5,52.5,True,178,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,12,17.029386365926403,177
186.0,322.5,73.0,True,372,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,12,13.0,371
149.5,290.5,64.0,True,180,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,13,14.7648230602334,179
141.5,227.5,62.5,True,182,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,13,13.96424004376894,181
114.5,171.5,18.0,True,184,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,13,12.569805089976535,183
140.5,174.0,72.5,True,186,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,13,9.899494936611665,185
286.5,157.0,36.0,True,188,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,13,14.317821063276353,187
196.0,39.0,75.5,True,190,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,13,13.45362404707371,189
340.5,93.5,70.0,True,374,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,13,10.677078252031311,373
303.0,61.0,33.5,True,192,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,14,14.730919862656235,191
217.0,309.0,44.0,True,194,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,14,14.696938456699069,193
55.0,101.5,62.0,True,196,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,14,12.206555615733702,195
243.0,271.0,40.5,True,198,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,14,14.730919862656235,197
339.5,90.5,71.0,True,200,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,14,12.083045973594572,199
321.5,76.5,72.0,True,202,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,14,14.352700094407323,201
139.0,179.5,30.0,True,204,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,14,11.180339887498949,203
211.5,372.0,69.0,True,206,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,14,15.132745950421556,205
247.0,226.0,28.0,True,208,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,15,13.416407864998739,207
203.0,281.0,49.5,True,210,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,15,15.524174696260024,209
223.5,227.0,43.0,True,212,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,15,17.46424919657298,211
143.5,90.5,56.5,True,214,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,15,13.379088160259652,213
183.0,351.5,61.5,True,216,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,15,13.638181696985855,215
152.5,36.5,52.0,True,218,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,15,15.297058540778355,217
187.0,287.5,32.5,True,376,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,15,11.916375287812984,375
233.0,309.5,20.5,True,220,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,16,14.071247279470288,219
228.5,185.5,47.0,True,222,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,16,12.24744871391589,221
176.0,206.5,60.0,True,224,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,16,10.04987562112089,223
308.5,231.5,63.0,True,226,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,16,13.19090595827292,225
345.0,218.0,61.0,True,228,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,16,14.696938456699069,227
129.0,178.5,33.0,True,230,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,16,13.45362404707371,229
116.0,146.0,28.0,True,232,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,16,13.416407864998739,231
126.5,52.5,37.0,True,378,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,16,13.92838827718412,377
113.5,283.0,68.5,True,380,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,16,9.273618495495704,379
235.0,247.0,57.0,True,236,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,17,15.748015748023622,235
185.0,262.0,29.0,True,240,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,17,10.198039027185569,239
138.5,54.5,35.0,True,242,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,17,14.628738838327793,241
200.5,380.5,76.5,True,420,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,17,8.660254037844387,419
259.0,267.5,53.0,True,244,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,18,16.401219466856727,243
244.0,196.0,52.0,True,246,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,18,14.0,245
320.5,176.5,26.5,True,248,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,18,16.583123951777,247
58.5,71.0,58.5,True,250,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,18,11.916375287812984,249
152.5,266.0,59.0,True,252,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,18,15.652475842498529,251
184.5,304.5,74.0,True,254,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,18,11.224972160321824,253
244.0,37.0,22.5,True,256,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,18,16.401219466856727,255
101.5,37.5,43.0,True,382,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,18,14.89966442575134,381
220.0,231.0,33.0,True,384,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,18,11.832159566199232,383
189.0,108.0,52.5,True,258,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,19,10.44030650891055,257
198.5,161.5,19.5,True,260,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,19,9.9498743710662,259
114.5,73.5,39.5,True,262,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,19,15.588457268119896,261
192.5,100.5,34.0,True,264,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,19,13.341664064126334,263
160.0,49.5,52.0,True,266,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,19,11.0,265
65.98203592814372,212.03592814371257,54.41017964071857,True,268,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,19,13.741293828568079,267
164.5,109.5,70.0,True,270,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,19,9.899494936611665,269
190.0,286.5,65.0,True,272,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,19,12.206555615733702,271
58.0,200.5,58.0,True,274,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,19,13.892443989449804,273
84.0,63.0,43.5,True,276,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,20,11.874342087037917,275
144.0,136.0,27.5,True,278,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,20,12.68857754044952,277
311.0,247.0,35.0,True,280,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,20,10.198039027185569,279
163.5,144.0,55.0,True,282,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,21,13.152946437965905,281
70.0,157.0,45.5,True,284,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,21,12.36931687685298,283
151.5,172.0,66.0,True,286,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,21,10.816653826391969,285
187.5,210.5,38.5,True,288,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,21,11.789826122551595,287
239.0,309.0,38.0,True,290,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,21,10.198039027185569,289
129.5,53.5,47.0,True,292,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,21,12.569805089976535,291
195.5,41.5,38.0,True,294,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,21,15.811388300841896,293
63.5,49.5,76.5,True,410,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,21,13.076696830622021,409
337.5,174.0,55.0,True,296,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,22,16.0312195418814,295
233.0,339.5,67.0,True,298,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,22,17.578395831246947,297
209.0,295.5,31.5,True,300,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,22,15.165750888103101,299
139.0,282.0,62.0,True,302,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,22,10.392304845413264,301
237.5,315.0,74.0,True,304,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,22,12.529964086141668,303
187.5,370.5,47.5,True,306,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,22,13.674794331177344,305
148.0,322.5,47.5,True,386,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,22,9.695359714832659,385
94.5,124.5,62.5,True,308,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,23,17.291616465790582,307
86.0,176.5,34.0,True,388,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,23,10.04987562112089,387
204.5,280.0,48.0,True,390,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,23,11.0,389
167.0,323.0,71.5,True,422,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,23,9.433981132056603,421
203.0,277.0,49.5,True,310,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,24,13.0,309
92.5,221.5,33.0,True,312,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,24,11.045361017187261,311
101.5,183.0,40.0,True,314,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,24,11.874342087037917,313
207.0,234.0,42.5,True,316,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,24,10.246950765959598,315
246.5,243.5,63.5,True,318,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,24,13.96424004376894,317
70.0,116.0,48.5,True,320,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,24,15.905973720586866,319
163.5,252.5,26.0,True,322,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,25,12.727922061357855,321
136.5,305.0,48.0,True,324,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,25,15.7797338380595,323
130.0,84.5,18.0,True,326,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,25,16.401219466856727,325
251.0,238.5,53.0,True,328,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,25,20.223748416156685,327
261.5,110.5,19.0,True,330,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,26,13.92838827718412,329
47.0,148.0,43.0,True,334,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,26,12.806248474865697,333
218.0,196.5,42.5,True,392,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,26,15.165750888103101,391
211.0,80.0,70.5,True,336,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,27,10.816653826391969,335
218.0,181.5,16.5,True,338,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,27,11.045361017187261,337
274.5,100.5,9.0,True,394,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,27,11.74734012447073,393
131.5,189.5,68.5,True,2,DARE3d_data_190326/Gastruloid_241025/trainingset/movie4/label/movie4.tif,2,13.076696830622021,1
313.5,231.0,70.0,True,4,DARE3d_data_190326/Gastruloid_241025/trainingset/movie4/label/movie4.tif,2,17.233687939614086,3
279.0,109.0,69.5,True,6,DARE3d_data_190326/Gastruloid_241025/trainingset/movie4/label/movie4.tif,2,11.180339887498949,5
250.5,357.5,72.5,True,8,DARE3d_data_190326/Gastruloid_241025/trainingset/movie4/label/movie4.tif,2,16.822603841260722,7
278.0,223.0,63.0,True,10,DARE3d_data_190326/Gastruloid_241025/trainingset/movie4/label/movie4.tif,2,16.1245154965971,9
116.0,174.0,45.0,True,12,DARE3d_data_190326/Gastruloid_241025/trainingset/movie4/label/movie4.tif,2,10.0,11
